"Time (s)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"Altitude WGS84 (m)";"Speed (m/s)";"Direction (°)";"Distance (km)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)";"Satellites"
1,568633025E2;5,594277388E1;-3,388465870E0;3,466316838E1;8,913684082E1;5,869999886E0;2,892000122E2;1,501816633E0;1,239235115E1;9,752573967E0;1,600000000E1
1,578633025E2;5,594279518E1;-3,388567460E0;3,352032301E1;8,799420166E1;5,750000000E0;2,980000000E2;1,508323047E0;1,222496319E1;9,092481613E0;1,500000000E1
1,588633025E2;5,594282039E1;-3,388661750E0;3,336431106E1;8,783837891E1;6,110000134E0;3,055000000E2;1,513251726E0;1,228794861E1;8,953917503E0;1,500000000E1
1,598633025E2;5,594284325E1;-3,388729560E0;3,332694548E1;8,780114746E1;5,480000019E0;3,120000000E2;1,518933590E0;1,222287941E1;8,576390266E0;1,500000000E1
1,608633025E2;5,594287481E1;-3,388801320E0;3,302858874E1;8,750292969E1;5,429999828E0;3,186000061E2;1,525756188E0;1,231802750E1;8,294916153E0;1,500000000E1
1,618633025E2;5,594292571E1;-3,388862500E0;3,280100198E1;8,727545166E1;5,780000210E0;3,230000000E2;1,531984594E0;1,216917896E1;7,831341267E0;1,500000000E1
1,628633025E2;5,594297404E1;-3,388913060E0;3,257551183E1;8,705004883E1;5,949999809E0;3,266000061E2;1,538066406E0;1,231111813E1;7,589901447E0;1,700000000E1
1,638633025E2;5,594301945E1;-3,388967500E0;3,177182625E1;8,624645996E1;5,940000057E0;3,280000000E2;1,542898678E0;1,268824196E1;7,436622620E0;1,600000000E1
1,648633025E2;5,594305417E1;-3,389014170E0;3,228858733E1;8,676330566E1;5,760000229E0;3,286000061E2;1,549043896E0;1,307656288E1;7,304516315E0;1,600000000E1
1,658633025E2;5,594310081E1;-3,389067110E0;3,228995913E1;8,676477051E1;5,789999962E0;3,296000061E2;1,554700445E0;1,325446892E1;7,123718739E0;1,700000000E1
1,668633025E2;5,594314768E1;-3,389102420E0;3,170250112E1;8,617736816E1;5,780000210E0;3,305000000E2;1,560168912E0;1,326074314E1;6,807532787E0;1,600000000E1
1,678633025E2;5,594319013E1;-3,389146760E0;3,154782250E1;8,602276611E1;5,460000038E0;3,308999939E2;1,568541826E0;1,322643280E1;6,618471146E0;1,400000000E1
1,688633025E2;5,594325794E1;-3,389205220E0;3,118230888E1;8,565734863E1;6,090000153E0;3,312999878E2;1,575130466E0;1,322145939E1;6,501433849E0;1,000000000E1
1,698633025E2;5,594330742E1;-3,389263430E0;3,146199098E1;8,593713379E1;6,119999886E0;3,305000000E2;1,583551567E0;1,338607502E1;6,574852943E0;1,100000000E1
1,708633025E2;5,594338137E1;-3,389292600E0;3,110655157E1;8,558172607E1;6,599999905E0;3,305000000E2;1,591888710E0;1,340579605E1;6,476575851E0;1,100000000E1
1,718633025E2;5,594344961E1;-3,389348070E0;3,063685743E1;8,511212158E1;6,630000114E0;3,305000000E2;1,597946356E0;1,332692432E1;6,482978344E0;1,000000000E1
1,728633025E2;5,594349138E1;-3,389410520E0;3,229976717E1;8,677514648E1;6,139999866E0;3,306000061E2;1,609359605E0;1,288225555E1;6,465346336E0;1,100000000E1
1,738633025E2;5,594358077E1;-3,389500600E0;3,356792341E1;8,804345703E1;7,300000191E0;3,308999939E2;1,620333121E0;1,220789146E1;6,281025410E0;1,100000000E1
1,748633025E2;5,594366728E1;-3,389585400E0;3,641720538E1;9,089288330E1;7,630000114E0;3,310000000E2;1,628077435E0;1,202122974E1;6,390918732E0;1,100000000E1
1,758633025E2;5,594372769E1;-3,389647290E0;3,561631770E1;9,009210205E1;7,489999771E0;3,310000000E2;1,636186956E0;1,232576942E1;6,562459946E0;1,100000000E1
1,768633025E2;5,594378884E1;-3,389718260E0;3,565287448E1;9,012878418E1;7,510000229E0;3,330000000E2;1,644816299E0;1,264460945E1;6,731117249E0;1,100000000E1
1,778633025E2;5,594386389E1;-3,389753530E0;3,607220285E1;9,054815674E1;7,199999809E0;3,387000122E2;1,646125539E0;1,293982601E1;6,932106495E0;1,000000000E1
1,788633025E2;5,594387472E1;-3,389761780E0;3,515800522E1;8,963397217E1;6,079999924E0;3,447999878E2;1,652731706E0;1,337026215E1;7,556488991E0;1,000000000E1
1,798633025E2;5,594393217E1;-3,389788810E0;3,573328871E1;9,020928955E1;5,820000172E0;3,526000061E2;1,658864094E0;1,398289680E1;7,995094299E0;1,100000000E1
1,808633025E2;5,594398284E1;-3,389827690E0;3,545753120E1;8,993359375E1;5,590000153E0;3,597000122E2;1,666402478E0;1,458611298E1;8,530742645E0;1,000000000E1
1,818633025E2;5,594405041E1;-3,389817850E0;3,557818488E1;9,005419922E1;5,639999866E0;1,039999962E1;1,681790495E0;1,498187256E1;8,713329315E0;1,200000000E1
1,828633025E2;5,594408119E1;-3,389576920E0;3,892874374E1;9,340423584E1;4,409999847E0;1,689999962E1;1,684583656E0;1,221152306E1;7,640182018E0;1,500000000E1
1,838633025E2;5,594410525E1;-3,389564030E0;3,867756007E1;9,315301514E1;4,150000095E0;2,039999962E1;1,689217584E0;1,185755920E1;6,722490788E0;2,200000000E1
1,848633025E2;5,594414416E1;-3,389537380E0;3,892836466E1;9,340374756E1;3,799999952E0;2,400000000E1;1,692473968E0;1,172418118E1;6,342229843E0;2,200000000E1
1,858633025E2;5,594417134E1;-3,389517910E0;3,892292372E1;9,339825439E1;3,299999952E0;3,000000000E1;1,694689586E0;1,156308079E1;5,899553299E0;2,300000000E1
1,868633025E2;5,594419117E1;-3,389514430E0;3,945803434E1;9,393334961E1;2,619999886E0;3,542000122E2;1,698988725E0;1,087164402E1;5,570326805E0;2,200000000E1
1,878633025E2;5,594422383E1;-3,389477480E0;4,026928299E1;9,474450684E1;2,869999886E0;2,529999924E1;1,701434303E0;1,039766312E1;5,001872540E0;2,400000000E1
1,888633025E2;5,594424350E1;-3,389459910E0;3,762552932E1;9,210070801E1;2,759999990E0;1,339999962E1;1,703423768E0;1,017521095E1;4,544807434E0;2,600000000E1
1,898633025E2;5,594425898E1;-3,389443890E0;3,598714176E1;9,046228027E1;2,589999914E0;1,960000038E1;1,705379908E0;1,034361076E1;4,510038853E0;2,700000000E1
1,908633025E2;5,594427346E1;-3,389426050E0;3,487799349E1;8,935308838E1;2,269999981E0;1,950000000E1;1,706875166E0;1,053552723E1;4,552632809E0;2,700000000E1
1,918633025E2;5,594428161E1;-3,389406950E0;3,316410899E1;8,763916016E1;1,909999967E0;2,010000038E1;1,708208082E0;1,057527828E1;4,443989277E0;2,800000000E1
1,928633025E2;5,594428115E1;-3,389385560E0;3,243191529E1;8,690692139E1;1,509999990E0;2,170000076E1;1,709707112E0;1,033362770E1;4,240193367E0;2,900000000E1
1,938633025E2;5,594427820E1;-3,389362070E0;3,348445403E1;8,795941162E1;1,250000000E0;2,150000000E1;1,710806274E0;1,019398117E1;3,876436472E0;2,900000000E1
1,948633025E2;5,594427752E1;-3,389344460E0;3,297149053E1;8,744641113E1;9,599999785E-1;2,150000000E1;1,711239306E0;1,026035976E1;3,745310068E0;2,600000000E1
1,958633025E2;5,594427996E1;-3,389339040E0;3,334107086E1;8,781597900E1;7,900000215E-1;2,089999962E1;1,711758733E0;1,022726727E1;3,628452539E0;2,500000000E1
1,968633025E2;5,594428405E1;-3,389343070E0;3,270031692E1;8,717523193E1;6,000000238E-1;2,050000000E1;1,712152755E0;1,034146309E1;3,718697548E0;2,300000000E1
1,978633025E2;5,594428741E1;-3,389345080E0;3,256127594E1;8,703619385E1;4,499999881E-1;1,979999924E1;1,712595792E0;1,035927105E1;3,693993807E0;2,300000000E1
1,988633025E2;5,594428991E1;-3,389339540E0;3,287110313E1;8,734600830E1;3,400000036E-1;2,050000000E1;1,712650245E0;1,027821159E1;3,792256594E0;2,300000000E1
1,998633025E2;5,594428970E1;-3,389338750E0;3,306928587E1;8,754418945E1;0,000000000E0;NaN;1,713758228E0;1,039738560E1;3,718212128E0;2,200000000E1
2,008633025E2;5,594428022E1;-3,389333270E0;3,238008464E1;8,685498047E1;0,000000000E0;NaN;1,714052503E0;1,050660324E1;3,680561304E0;2,200000000E1
2,018633025E2;5,594427778E1;-3,389331440E0;3,231661096E1;8,679150391E1;0,000000000E0;NaN;1,714120908E0;1,053311062E1;3,663744926E0;2,400000000E1
2,028633025E2;5,594427728E1;-3,389330800E0;3,205806719E1;8,653295898E1;0,000000000E0;NaN;1,714567153E0;1,057106018E1;3,643804550E0;2,300000000E1
2,038633025E2;5,594427559E1;-3,389337300E0;3,153339454E1;8,600830078E1;0,000000000E0;NaN;1,714620534E0;1,062380505E1;3,590646982E0;2,100000000E1
2,048633025E2;5,594427573E1;-3,389338120E0;3,179901786E1;8,627392578E1;0,000000000E0;NaN;1,714809213E0;1,069941616E1;3,512302637E0;2,200000000E1
2,058633025E2;5,594427572E1;-3,389335090E0;3,211573570E1;8,659063721E1;0,000000000E0;NaN;1,715117216E0;1,081417274E1;3,294684410E0;2,300000000E1
2,068633025E2;5,594427558E1;-3,389330150E0;3,240596826E1;8,688085938E1;0,000000000E0;NaN;1,715530126E0;1,091119003E1;3,071288109E0;2,400000000E1
2,078633025E2;5,594427512E1;-3,389323570E0;3,268894098E1;8,716381836E1;0,000000000E0;NaN;1,717160125E0;1,088840294E1;3,083571196E0;2,300000000E1
2,088633025E2;5,594428903E1;-3,389315310E0;3,243206713E1;8,690692139E1;8,500000238E-1;1,960000038E1;1,718146721E0;1,072557259E1;3,225295305E0;2,300000000E1
2,098633025E2;5,594429608E1;-3,389305690E0;3,152541310E1;8,600024414E1;9,599999785E-1;1,920000076E1;1,719880948E0;1,068306923E1;3,208632231E0;2,300000000E1
2,108633025E2;5,594430945E1;-3,389291350E0;3,115575893E1;8,563055420E1;1,500000000E0;1,910000038E1;1,722352293E0;1,055057812E1;3,041965008E0;2,300000000E1
2,118633025E2;5,594432843E1;-3,389270700E0;3,088371560E1;8,535845947E1;2,220000029E0;1,920000076E1;1,725645367E0;1,065140057E1;3,029668331E0;2,200000000E1
2,128633025E2;5,594435547E1;-3,389249130E0;2,879057152E1;8,326525879E1;3,220000029E0;2,160000038E1;1,729978901E0;1,068450546E1;3,164639950E0;2,200000000E1
2,138633025E2;5,594438325E1;-3,389200320E0;3,097183842E1;8,544641113E1;4,030000210E0;2,460000038E1;1,738435417E0;1,037483692E1;3,111568928E0;2,200000000E1
2,148633025E2;5,594441332E1;-3,389075580E0;2,982550813E1;8,429980469E1;5,449999809E0;2,760000038E1;1,747339862E0;1,012857914E1;3,314333200E0;2,100000000E1
2,158633025E2;5,594445148E1;-3,388949860E0;3,003233261E1;8,450634766E1;7,750000000E0;3,590000153E1;1,760098760E0;1,020681286E1;3,624687195E0;2,100000000E1
2,168633025E2;5,594451262E1;-3,388776470E0;3,153003878E1;8,600366211E1;9,560000420E0;4,040000153E1;1,778168162E0;1,043941212E1;3,857312441E0;2,000000000E1
2,178633025E2;5,594458792E1;-3,388519320E0;3,105783519E1;8,553088379E1;1,384000015E1;5,070000076E1;1,797173426E0;1,052852726E1;4,101653576E0;2,000000000E1
2,188633025E2;5,594466779E1;-3,388249480E0;3,182491814E1;8,629736328E1;1,662999916E1;5,529999924E1;1,815032023E0;1,041375828E1;3,999915123E0;2,000000000E1
2,198633025E2;5,594474722E1;-3,388000210E0;3,136502870E1;8,583691406E1;1,763999939E1;5,690000153E1;1,833896773E0;1,056772709E1;4,085834503E0;1,900000000E1
2,208633025E2;5,594482765E1;-3,387733460E0;3,069283537E1;8,516412354E1;1,854999924E1;5,800000000E1;1,853899295E0;1,082357693E1;4,059209824E0;1,900000000E1
2,218633025E2;5,594491437E1;-3,387452020E0;3,020115667E1;8,467181396E1;1,903000069E1;5,929999924E1;1,878070433E0;1,145843887E1;4,297310352E0;1,900000000E1
2,228633025E2;5,594501195E1;-3,387105150E0;3,053622001E1;8,500610352E1;2,044000053E1;6,059999847E1;1,905532730E0;1,209936428E1;4,462519646E0;1,900000000E1
2,238633025E2;5,594515425E1;-3,386744680E0;2,932530987E1;8,379437256E1;2,269000053E1;6,050000000E1;1,930350750E0;1,229968929E1;4,467239380E0;2,100000000E1
2,248633025E2;5,594523893E1;-3,386375910E0;2,913355893E1;8,360180664E1;2,313999939E1;6,220000076E1;1,975471217E0;1,293200302E1;4,707026005E0;2,100000000E1
2,258633025E2;5,594545208E1;-3,385759310E0;2,804675506E1;8,251361084E1;2,912999916E1;6,220000076E1;2,018442740E0;1,291886806E1;4,769619942E0;2,100000000E1
2,268633025E2;5,594563383E1;-3,385150280E0;2,816939515E1;8,263488770E1;3,270000076E1;6,329999924E1;2,066793426E0;1,244026756E1;4,698494434E0;2,100000000E1
2,278633025E2;5,594586875E1;-3,384496850E0;2,941580831E1;8,387982178E1;3,897000122E1;6,179999924E1;2,108080532E0;1,128138924E1;4,669670582E0;2,200000000E1
2,288633025E2;5,594605120E1;-3,383919350E0;3,058305996E1;8,504577637E1;4,156999969E1;6,090000153E1;2,153829597E0;1,109885025E1;4,733791351E0;2,200000000E1
2,298633025E2;5,594629602E1;-3,383328850E0;2,972064066E1;8,418200684E1;4,379999924E1;5,890000153E1;2,201346843E0;1,109270287E1;4,942057610E0;2,200000000E1
2,308633025E2;5,594651888E1;-3,382677710E0;2,873822373E1;8,319812012E1;4,538999939E1;6,070000076E1;2,249517924E0;1,091675854E1;4,780736923E0;2,100000000E1
2,318633025E2;5,594674665E1;-3,382019630E0;2,865786224E1;8,311627197E1;4,716999817E1;6,059999847E1;2,299444783E0;1,070245457E1;4,522732735E0;2,100000000E1
2,328633025E2;5,594697369E1;-3,381327850E0;2,794347775E1;8,240032959E1;4,956999969E1;6,079999924E1;2,350228265E0;1,054306698E1;4,362500191E0;2,100000000E1
2,338633025E2;5,594721896E1;-3,380639840E0;2,728127800E1;8,173657227E1;5,024000168E1;6,059999847E1;2,403695748E0;1,076414490E1;4,448359489E0;2,100000000E1
2,348633025E2;5,594746345E1;-3,379900410E0;2,825303712E1;8,270666504E1;5,179000092E1;5,990000153E1;2,456212235E0;1,104963303E1;4,581727028E0;1,900000000E1
2,358633025E2;5,594771540E1;-3,379187000E0;2,861073074E1;8,306274414E1;5,265999985E1;6,120000076E1;2,513567425E0;1,139928150E1;4,525423527E0;2,000000000E1
2,368633025E2;5,594796698E1;-3,378382830E0;2,991753021E1;8,436773682E1;5,454999924E1;6,459999847E1;2,571001183E0;1,173274326E1;4,523981571E0;2,000000000E1
2,378633025E2;5,594822019E1;-3,377578840E0;2,972487953E1;8,417327881E1;5,588000107E1;6,220000076E1;2,636165550E0;1,212880611E1;4,541642666E0;2,000000000E1
2,388633025E2;5,594853658E1;-3,376697870E0;3,032703495E1;8,477343750E1;5,938000107E1;6,150000000E1;2,695653194E0;1,104128265E1;4,436012745E0;2,000000000E1
2,398633025E2;5,594880197E1;-3,375868280E0;2,943784981E1;8,388238525E1;5,959999847E1;6,070000076E1;2,760028668E0;1,091842079E1;4,279686928E0;2,100000000E1
2,408633025E2;5,594910641E1;-3,374988830E0;3,043452891E1;8,487707520E1;6,097999954E1;6,040000153E1;2,823436700E0;1,116225719E1;4,428480625E0;2,200000000E1
2,418633025E2;5,594940344E1;-3,374119480E0;3,321701149E1;8,765759277E1;6,165999985E1;6,020000076E1;2,887107786E0;1,141362286E1;4,379274368E0;2,200000000E1
2,428633025E2;5,594970120E1;-3,373245970E0;3,522447907E1;8,966308594E1;6,208000183E1;6,040000153E1;2,947086825E0;1,149848557E1;4,161419392E0;2,300000000E1
2,438633025E2;5,594997451E1;-3,372415430E0;3,810464847E1;9,254138184E1;6,131999969E1;5,929999924E1;3,007464003E0;1,076137352E1;4,024575710E0;2,200000000E1
2,448633025E2;5,595025410E1;-3,371584110E0;4,067091858E1;9,510577393E1;6,127999878E1;5,890000153E1;3,068171901E0;1,082830524E1;3,984834909E0;2,200000000E1
2,458633025E2;5,595053855E1;-3,370751830E0;4,213874331E1;9,657171631E1;6,134999847E1;5,850000000E1;3,127730836E0;1,103422832E1;4,013478279E0;1,900000000E1
2,468633025E2;5,595085443E1;-3,369979260E0;4,160248756E1;9,603369141E1;6,093000031E1;5,759999847E1;3,186650690E0;1,130169964E1;4,150443554E0;2,000000000E1
2,478633025E2;5,595114916E1;-3,369192790E0;4,458767608E1;9,901708984E1;6,052999878E1;5,779999924E1;3,252779549E0;1,178041172E1;4,520017624E0;2,200000000E1
2,488633025E2;5,595148216E1;-3,368312740E0;4,828169741E1;1,027091064E2;6,302000046E1;5,720000076E1;3,314925535E0;1,147131062E1;4,711275101E0;2,100000000E1
2,498633025E2;5,595179985E1;-3,367491480E0;5,347839564E1;1,079039307E2;6,316999817E1;5,750000000E1;3,377669377E0;1,141379356E1;4,891114712E0;2,100000000E1
2,508633025E2;5,595209686E1;-3,366634570E0;5,679210447E1;1,112156982E2;6,284999847E1;5,820000076E1;3,435659990E0;1,182946873E1;5,514313221E0;2,100000000E1
2,518633025E2;5,595235969E1;-3,365830030E0;6,177176486E1;1,161935425E2;6,013000107E1;5,940000153E1;3,495610944E0;1,209446621E1;6,070192814E0;2,100000000E1
2,528633025E2;5,595265258E1;-3,365021540E0;7,172263789E1;1,261425781E2;6,024000168E1;6,059999847E1;3,553462939E0;1,220002270E1;6,563610077E0;2,100000000E1
2,538633025E2;5,595292597E1;-3,364230910E0;8,041803300E1;1,348361816E2;5,997000122E1;6,090000153E1;3,612030247E0;1,289350605E1;7,789146423E0;2,000000000E1
2,548633025E2;5,595319634E1;-3,363423550E0;9,059991276E1;1,450162354E2;5,945999908E1;6,040000153E1;3,670588866E0;1,396263885E1;9,630367279E0;2,100000000E1
2,558633025E2;5,595347559E1;-3,362626050E0;1,029325935E2;1,573471069E2;5,922000122E1;5,990000153E1;3,731897038E0;1,484195805E1;1,136593437E1;2,100000000E1
2,568633025E2;5,595376342E1;-3,361786090E0;1,141468989E2;1,685595093E2;5,965000153E1;6,040000153E1;3,790133926E0;1,635754204E1;1,402534199E1;2,100000000E1
2,578633025E2;5,595404169E1;-3,360993580E0;1,253233191E2;1,797341309E2;5,931999969E1;5,920000076E1;3,851364716E0;1,941708565E1;1,746374321E1;2,000000000E1
2,588633025E2;5,595432570E1;-3,360150920E0;1,421248484E2;1,965337524E2;5,952999878E1;5,750000000E1;3,913152616E0;2,207947922E1;2,054684830E1;1,700000000E1
2,598633025E2;5,595463712E1;-3,359328910E0;1,626825104E2;2,170895386E2;5,970000076E1;5,759999847E1;3,972568279E0;2,398218727E1;2,311279106E1;1,800000000E1
2,608633025E2;5,595493114E1;-3,358531960E0;1,821618650E2;2,365670776E2;5,938000107E1;5,679999924E1;4,033871043E0;2,563303375E1;2,446164703E1;1,900000000E1
2,618633025E2;5,595524056E1;-3,357716930E0;1,946928395E2;2,490961914E2;5,997999954E1;5,659999847E1;4,088317583E0;2,493048286E1;2,386403275E1;1,800000000E1
2,628633025E2;5,595553608E1;-3,357019560E0;1,987259390E2;2,531276855E2;5,899000168E1;5,609999847E1;4,150964055E0;2,243904114E1;2,280519104E1;1,800000000E1
2,638633025E2;5,595582573E1;-3,356156390E0;2,108007700E2;2,652005615E2;5,934999847E1;5,579999924E1;4,212586904E0;2,294528580E1;2,303945541E1;1,800000000E1
2,648633025E2;5,595613250E1;-3,355331970E0;2,201184462E2;2,745163574E2;5,906999969E1;5,479999924E1;4,272058102E0;2,167308807E1;2,180399132E1;1,900000000E1
2,658633025E2;5,595644718E1;-3,354559470E0;2,295450247E2;2,839411621E2;5,915999985E1;5,409999847E1;4,329945192E0;2,183216095E1;2,222145462E1;1,800000000E1
2,668633025E2;5,595676215E1;-3,353819060E0;2,370212791E2;2,914157104E2;5,909000015E1;5,359999847E1;4,388555460E0;2,112900162E1;2,269056511E1;1,700000000E1
2,678633025E2;5,595706330E1;-3,353046320E0;2,467808607E2;3,011735229E2;5,906000137E1;5,329999924E1;4,449780841E0;2,264579010E1;2,459712219E1;1,600000000E1
2,688633025E2;5,595739023E1;-3,352254900E0;2,574757349E2;3,118665771E2;5,959999847E1;5,309999847E1;4,507276067E0;2,448532486E1;2,667560959E1;1,600000000E1
2,698633025E2;5,595769873E1;-3,351513660E0;2,661402826E2;3,205294189E2;5,920000076E1;5,279999924E1;4,571123581E0;2,711718178E1;2,951888657E1;1,700000000E1
2,708633025E2;5,595807402E1;-3,350737360E0;2,794216328E2;3,338089600E2;5,997000122E1;5,229999924E1;4,631200064E0;2,857341194E1;3,126006317E1;1,800000000E1
2,718633025E2;5,595844363E1;-3,350033410E0;2,867276686E2;3,411133423E2;5,986999893E1;5,170000076E1;4,693205946E0;2,736383057E1;3,036513710E1;1,700000000E1
2,728633025E2;5,595878925E1;-3,349251680E0;2,984358981E2;3,528197632E2;6,020000076E1;5,170000076E1;4,751539662E0;3,070740318E1;3,403260040E1;1,700000000E1
2,738633025E2;5,595910119E1;-3,348498200E0;3,068731795E2;3,612553101E2;5,993000031E1;5,159999847E1;4,812594425E0;2,952489853E1;3,641716003E1;1,600000000E1
2,748633025E2;5,595946035E1;-3,347756270E0;3,169867875E2;3,713671875E2;6,045000076E1;5,029999924E1;4,875549896E0;3,111666870E1;3,670021820E1;1,500000000E1
2,758633025E2;5,595981549E1;-3,346968570E0;3,273155181E2;3,816940918E2;6,102999878E1;4,990000153E1;4,939714796E0;3,433507156E1;3,945286942E1;1,400000000E1
2,768633025E2;5,596018339E1;-3,346174390E0;3,336244929E2;3,880012207E2;6,170000076E1;4,909999847E1;5,001520206E0;2,987214279E1;3,446586227E1;1,400000000E1
2,778633025E2;5,596052649E1;-3,345393180E0;3,396087228E2;3,939836426E2;6,220999908E1;4,990000153E1;5,063451247E0;3,106226921E1;3,525479507E1;1,400000000E1
2,788633025E2;5,596090031E1;-3,344655600E0;3,501990747E2;4,045722656E2;6,209999847E1;5,559999847E1;5,126664345E0;2,859095764E1;3,337924576E1;1,400000000E1
2,798633025E2;5,596128281E1;-3,343904270E0;3,607730415E2;4,151444702E2;6,177000046E1;4,850000000E1;5,186603281E0;2,732541656E1;3,130108452E1;1,300000000E1
2,808633025E2;5,596163531E1;-3,343175710E0;3,643416981E2;4,187114258E2;6,161999893E1;4,850000000E1;5,248340191E0;2,794561577E1;3,104696655E1;1,400000000E1
2,818633025E2;5,596199907E1;-3,342426350E0;3,697215004E2;4,240894775E2;6,204000092E1;5,000000000E1;5,311290647E0;2,918810654E1;3,128897858E1;1,400000000E1
2,828633025E2;5,596236630E1;-3,341656600E0;3,743765553E2;4,287427368E2;6,238000107E1;4,979999924E1;5,373269393E0;3,055215263E1;3,283640671E1;1,400000000E1
2,838633025E2;5,596273306E1;-3,340906740E0;3,809437995E2;4,353082275E2;6,208000183E1;4,870000076E1;5,437266060E0;3,309743881E1;3,533108902E1;1,500000000E1
2,848633025E2;5,596313611E1;-3,340172740E0;3,888372590E2;4,431999512E2;6,241999817E1;4,700000000E1;5,499925293E0;3,351663208E1;3,667279816E1;1,400000000E1
2,858633025E2;5,596351548E1;-3,339428310E0;3,936625544E2;4,480234985E2;6,318000031E1;4,500000000E1;5,563105332E0;2,794465446E1;2,967163277E1;1,500000000E1
2,868633025E2;5,596390422E1;-3,338687950E0;4,002723304E2;4,546315308E2;6,347999954E1;4,509999847E1;5,626753402E0;2,877271271E1;2,980926514E1;1,800000000E1
2,878633025E2;5,596429223E1;-3,337936100E0;4,062240499E2;4,605814819E2;6,395999908E1;4,559999847E1;5,691378551E0;2,915279007E1;2,970324516E1;1,600000000E1
2,888633025E2;5,596468819E1;-3,337176000E0;4,119918917E2;4,663475342E2;6,441999817E1;5,290000153E1;5,753803599E0;3,153184319E1;3,175104332E1;1,500000000E1
2,898633025E2;5,596508351E1;-3,336463810E0;4,112302738E2;4,655842285E2;6,533000183E1;4,620000076E1;5,819340793E0;3,078175163E1;3,048872757E1;1,500000000E1
2,908633025E2;5,596551829E1;-3,335752840E0;4,137768984E2;4,681291504E2;6,554000092E1;4,500000000E1;5,885037085E0;2,451198769E1;2,534911537E1;1,500000000E1
2,918633025E2;5,596594345E1;-3,335019840E0;4,146006045E2;4,689511108E2;6,591000366E1;3,890000153E1;5,950618468E0;2,527900505E1;2,580697823E1;1,700000000E1
2,928633025E2;5,596637547E1;-3,334302460E0;4,161234996E2;4,704722900E2;6,530000305E1;3,979999924E1;6,016326792E0;2,679930687E1;2,640697670E1;1,700000000E1
2,938633025E2;5,596681391E1;-3,333594570E0;4,180172882E2;4,723643799E2;6,541000366E1;3,790000153E1;6,083383194E0;2,960486794E1;2,680918503E1;1,800000000E1
2,948633025E2;5,596725897E1;-3,332867480E0;4,206319462E2;4,749772949E2;6,566999817E1;3,559999847E1;6,151643703E0;3,316962433E1;2,686925125E1;1,800000000E1
2,958633025E2;5,596770918E1;-3,332121810E0;4,232066684E2;4,775502319E2;6,626000214E1;3,110000038E1;6,218083405E0;3,555351257E1;2,695445061E1;1,800000000E1
2,968633025E2;5,596815194E1;-3,331404910E0;4,226756135E2;4,770174561E2;6,648999786E1;2,700000000E1;6,296300097E0;4,019469070E1;2,683821297E1;2,100000000E1
2,978633025E2;5,596860992E1;-3,330450920E0;4,236551414E2;4,779947510E2;6,990000153E1;4,259999847E1;6,366247549E0;3,466795731E1;2,655079651E1;1,900000000E1
2,988633025E2;5,596906564E1;-3,329676110E0;4,247902931E2;4,791280518E2;7,022000122E1;4,250000000E1;6,437182429E0;3,541673660E1;2,612982941E1;2,000000000E1
